Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction,attendDuration1,attendDuration2,attendDuration3,attendPercent1,attendPercent2,attendPercent3,lengthOfStay1,lengthOfStay2,lengthOfStay3
2020-04-02,120.989998,121.220001,119.449997,119.5,49365300,115.898343,106.9261151,113.5106663,120.0952176,Decreasing,3,255,378,98,16,45,165,301,201
2020-04-03,120.800003,121.360001,119.610001,121.18,32203300,117.527709,106.9021448,114.0261663,121.1501879,Increasing,22,109,346,98,22,40,165,165,504
2020-05-19,120.790001,123.489998,120.699997,122.57,45519000,118.875815,106.77492,114.591833,122.4087461,Increasing,53,260,57,35,100,62,163,545,472
2020-05-23,123.129997,123.82,121.620003,122,44886100,118.322995,106.8736711,115.1831664,123.4926617,Decreasing,100,496,363,65,100,98,163,321,437
2020-07-17,121.849998,122.690002,120.18,120.919998,39552700,117.777553,107.5297965,115.7813331,124.0328696,Decreasing,33,277,28,100,100,90,47,67,36
2019-09-23,121.110001,121.809998,120.620003,121.059998,33042300,117.913914,107.9749626,116.2746664,124.5743702,Decreasing,7,11,291,5,100,89,167,309,90
2019-09-29,120.959999,121.809998,120.050003,120.57,33871400,117.43665,108.4461115,116.7186664,124.9912213,Decreasing,145,157,108,95,21,19,167,127,488
2020-09-30,116.900002,118.07,116.059998,116.769997,59127900,113.735401,109.0474207,116.9849997,124.9225786,Decreasing,32,272,153,100,63,17,43,444,338
2020-10-25,116.370003,117.419998,115.209999,116.110001,45218000,113.092557,109.9149744,117.2758331,124.6366918,Decreasing,27,251,253,42,34,46,126,322,299
2020-10-25,116.260002,116.82,115.650002,115.720001,32525600,112.712693,110.608755,117.5048332,124.4009114,Decreasing,27,29,274,42,1,76,126,510,518
2020-10-26,115.199997,115.57,112.269997,112.339996,45812400,109.420527,111.0642124,117.6149997,124.1657871,Decreasing,19,89,480,58,58,66,126,124,214
2020-10-26,111.379997,114.239998,111,114.18,38106700,111.212713,111.4959634,117.7121663,123.9283692,Increasing,19,425,256,58,88,78,126,190,229
2020-10-26,114.919998,115.050003,113.32,113.690002,27616900,110.735449,111.7039561,117.7671665,123.8303768,Decreasing,19,144,341,58,66,22,126,249,506
2020-10-26,115.760002,117.489998,115.5,117.290001,46674700,114.241891,112.0084461,117.8878331,123.7672201,Increasing,19,149,111,58,88,72,126,312,246
2020-07-13,117.639999,119.75,116.760002,118.779999,43295800,115.693167,112.3234732,118.0576665,123.7918598,Increasing,50,204,406,49,49,70,108,544,409
2020-07-15,119.199997,119.919998,118.849998,119.300003,34287100,116.199658,112.3528426,118.114833,123.8768235,Increasing,53,424,354,51,83,96,108,477,388
2020-08-06,119.269997,119.730003,117.339996,117.75,32482500,114.689936,112.5348643,118.2229998,123.9111353,Decreasing,149,149,312,100,79,52,155,112,261
2019-07-20,117.330002,119.349998,117.120003,118.879997,42803200,115.790567,112.8982869,118.3941664,123.8900458,Increasing,67,144,356,100,15,67,77,223,201
2020-11-02,119.209999,119.230003,117.919998,118.029999,21388300,114.962658,112.9081014,118.4033331,123.8985648,Decreasing,100,442,175,100,7,69,116,108,376
2019-06-03,118.290001,118.410004,117.599998,117.809998,13046400,114.748374,112.8501052,118.3088331,123.767561,Decreasing,285,99,183,65,14,35,447,458,314
2019-06-09,117.989998,119.410004,117.75,118.300003,39180300,115.225646,112.8295552,118.2303333,123.6311113,Increasing,151,179,40,35,96,59,447,247,380
2019-06-22,118.75,118.809998,116.860001,117.339996,34852400,114.290588,112.795765,118.0779998,123.3602346,Decreasing,26,334,267,3,63,73,911,142,368
2019-06-28,117.339996,118.110001,116.080002,116.279999,33386600,113.258137,112.863291,117.8064999,122.7497088,Decreasing,136,228,310,15,58,94,911,56,131
2019-07-15,116.550003,116.790001,114.220001,115.199997,41569500,112.206202,112.9006075,117.4526665,122.0047255,Decreasing,407,168,448,45,19,74,911,479,459
2019-07-29,115.290001,119.25,115.110001,119.029999,57777000,115.936671,113.0697614,117.2793332,121.488905,Increasing,337,272,310,37,20,53,911,381,13
2019-07-29,118.980003,119.860001,117.809998,118.279999,32084200,115.206161,113.2786207,117.1536665,121.0287123,Decreasing,1,33,7,0,9,45,911,29,320
2020-12-05,117.519997,118.599998,116.860001,118.230003,34309500,115.157465,113.4912172,117.0079999,120.5247825,Increasing,134,189,378,100,21,33,143,154,526
2019-11-18,117.639999,117.690002,115.080002,115.620003,46361400,112.615293,113.4285695,116.9661667,120.5037639,Decreasing,1,370,237,8,38,94,20,37,17
2019-11-18,116.040001,116.940002,115.510002,116.169998,29104200,113.150995,113.4249,116.9641668,120.5034336,Increasing,12,250,99,92,74,2,20,406,53
2019-06-21,115.190002,115.389999,112.849998,113.18,46886200,110.238701,113.0688544,116.8513334,120.6338123,Decreasing,87,455,238,100,47,4,92,502,188
2020-10-14,112.18,112.68,109.790001,112.480003,64318700,109.556895,112.6053245,116.7641669,120.9230092,Increasing,151,221,439,100,4,68,158,260,302
2019-02-04,111.940002,112.800003,110.349998,110.489998,53323100,107.618605,112.1077587,116.6678336,121.2279084,Decreasing,11,349,146,70,52,41,71,387,116
2019-02-04,111.07,111.989998,108.800003,111.339996,56238500,108.446514,111.3660237,116.5023334,121.6386431,Increasing,12,253,197,30,16,48,71,321,222
2019-02-06,112.019997,112.25,108.980003,108.980003,44772800,106.147852,110.3201147,116.1678335,122.0155524,Decreasing,34,352,249,70,97,36,71,234,444
2019-02-06,108.910004,109.519997,105.809998,106.029999,96453300,103.274512,108.6549713,115.6023334,122.5496955,Decreasing,7,169,43,30,88,73,71,247,304
2019-02-20,107.279999,107.370003,105.57,107.330002,47590600,104.540731,107.258165,114.9723335,122.686502,Increasing,281,321,133,100,49,69,287,143,284
2019-07-31,107.400002,107.720001,106.449997,107.230003,32789400,104.443331,106.1462306,114.4153336,122.6844365,Decreasing,6,250,253,100,40,73,17,188,56
2019-05-06,107.269997,108.849998,107.199997,108.610001,32657400,105.787465,105.4331627,113.9038335,122.3745043,Increasing,78,213,399,13,80,52,691,70,264
2019-05-21,109,109,107.949997,108.029999,13570400,105.222536,104.8606684,113.4005001,121.9403318,Decreasing,360,79,171,62,44,70,691,355,33
2019-05-27,107.589996,107.690002,106.18,106.82,26704200,104.043982,104.1277985,112.8483335,121.5688684,Decreasing,144,485,341,25,99,15,691,344,500
2020-10-13,106.959999,109.43,106.860001,108.739998,30931200,105.914084,103.8135822,112.3411667,120.8687512,Increasing,190,271,34,100,1,9,197,234,287
2019-05-30,108.580002,108.699997,107.18,107.32,25213800,104.530989,103.4598559,111.8443334,120.2288108,Decreasing,11,498,305,100,59,1,16,335,91
2019-11-07,107.010002,107.029999,104.82,105.260002,40635300,102.524526,102.8238662,111.2883334,119.7528005,Decreasing,6,364,28,96,59,22,121,440,348
2019-11-08,102.610001,105.370003,102,105.349998,67649400,102.612183,101.9580427,110.7301667,119.5022907,Increasing,4,231,406,4,52,12,121,317,134
2019-11-12,105.75,105.849998,102.410004,102.709999,55791000,100.040792,101.3646127,110.0231668,118.6817208,Decreasing,90,395,500,96,46,95,121,123,145
2020-09-30,100.559998,102.370003,99.870003,100.699997,68457400,98.083025,100.5769808,109.1396668,117.7023529,Increasing,194,392,137,100,100,18,198,418,299
2019-08-23,98.68,100.129997,96.43,96.449997,81094400,93.943473,99.17277311,108.1283334,117.0838936,Decreasing,190,91,188,100,100,99,195,263,240
2019-11-25,98.550003,99.110001,96.760002,96.959999,70798000,94.440222,97.9236546,107.2023333,116.481012,Decreasing,162,488,86,100,100,55,169,69,336
2019-01-16,98.970001,99.059998,97.339996,98.529999,49739400,95.96942,97.22509425,106.3074998,115.3899053,Decreasing,81,230,162,39,100,79,213,413,353
2019-01-21,100.550003,100.690002,98.839996,99.959999,49154200,97.362258,96.79499958,105.6086665,114.4223334,Decreasing,125,308,64,61,100,49,213,219,218
2020-10-30,100.32,101.190002,97.300003,97.389999,62439600,94.859047,96.1011593,104.9574998,113.8138403,Decreasing,59,250,45,100,100,62,65,263,509
2019-04-30,97.959999,100.480003,95.739998,99.519997,63170100,96.93369,95.54254396,104.3258331,113.1091223,Increasing,106,479,176,100,100,35,112,280,84
2019-09-20,96.199997,97.709999,95.360001,97.129997,79010000,94.605802,94.76300547,103.6269998,112.4909941,Increasing,102,485,499,13,100,44,763,249,277
2019-10-07,98.410004,98.650002,95.5,96.660004,53087700,94.148022,94.16719724,102.9703331,111.773469,Decreasing,473,265,414,58,100,7,763,150,366
2019-10-17,95.099998,98.190002,93.419998,96.790001,72334400,94.274641,93.35495876,102.4209999,111.487041,Increasing,240,94,346,29,100,94,763,188,167
2020-12-15,97.059998,97.879997,94.940002,96.300003,52161500,93.797377,92.70019126,101.9018332,111.1034751,Decreasing,14,206,40,100,100,25,21,45,139
2019-02-11,98.629997,101.459999,98.370003,101.419998,65800500,98.784315,92.66732003,101.5659998,110.4646796,Increasing,299,443,235,80,100,92,386,25,467
2019-02-14,101.519997,101.529999,99.209999,99.440002,51794500,96.855775,92.78428426,101.1579999,109.5317155,Decreasing,76,500,205,20,100,53,386,97,7
2019-04-12,99.93,100.879997,98.07,99.989998,75077000,97.391477,93.0074875,100.7239999,108.4405123,Increasing,250,160,416,100,100,34,262,513,104
2020-11-16,96.040001,96.629997,93.339996,93.419998,133369700,90.992218,92.47229263,100.102333,107.7323734,Decreasing,210,273,259,27,100,53,819,255,171
2020-11-20,93.790001,94.519997,92.389999,94.089996,55678800,91.644804,92.24359807,99.36849958,106.4934011,Increasing,111,422,64,21,100,93,819,503,515
2020-11-27,94.790001,97.339996,94.349998,97.339996,64416500,94.810344,92.69136942,98.79899947,104.9066295,Increasing,162,435,353,21,100,37,819,157,271
2020-11-30,96.470001,96.709999,95.400002,96.43,40943500,93.923996,93.00925856,98.3228328,103.636407,Decreasing,57,375,156,21,100,17,819,282,248
2020-12-10,95.419998,96.040001,94.279999,94.480003,37357200,92.024676,93.09692217,97.8574995,102.6180768,Decreasing,245,467,468,31,100,59,819,100,455
2019-08-19,95,96.839996,94.080002,96.349998,45964300,93.846074,93.43812017,97.46249942,101.4868787,Increasing,480,199,75,92,100,95,535,266,57
2019-08-20,95.860001,97.330002,95.190002,96.599998,46471700,94.600127,93.52459175,97.23216607,100.9397404,Increasing,40,135,330,8,100,75,535,525,398
2020-11-30,96.519997,96.919998,93.690002,94.019997,46418100,92.073538,93.25330457,97.09249945,100.9316943,Decreasing,128,360,424,80,100,23,165,391,375
2020-12-01,93.129997,95.699997,93.040001,95.010002,54021400,93.043048,92.95952928,96.94116608,100.9228029,Increasing,33,156,166,20,100,29,165,196,135
2020-06-08,94.290001,95.940002,93.93,94.989998,44331200,93.023458,92.75384092,96.77333287,100.7928248,Increasing,34,195,146,100,100,72,40,509,280
2019-10-17,95.919998,96.349998,94.099998,94.269997,42343600,92.318363,92.68761252,96.52716613,100.3667197,Decreasing,24,286,329,100,100,67,30,102,100
2019-11-09,93.790001,94.720001,92.589996,93.699997,50074700,91.760163,92.37451682,96.27933263,100.1841484,Decreasing,58,219,37,100,100,76,71,269,463
2019-11-18,94.190002,94.5,93.010002,93.989998,40351400,92.04416,92.14838312,96.04199933,99.93561554,Decreasing,145,339,341,64,100,23,234,443,295
2019-11-21,95.019997,96.849998,94.610001,96.639999,49057900,94.6393,92.12630689,96.00699935,99.88769181,Increasing,82,172,415,36,100,49,234,416,326
2020-02-22,96.669998,98.209999,96.150002,98.120003,44863200,96.088664,92.12003295,96.03483265,99.94963235,Increasing,0,161,105,0,100,72,236,514,51
2020-03-02,98.839996,98.889999,96.089996,96.260002,39021000,94.26717,92.14094415,96.08216592,100.0233877,Decreasing,175,334,77,100,100,39,236,397,397
2019-03-17,96,96.760002,95.800003,96.040001,35374200,94.051723,92.13411487,96.07349932,100.0128838,Increasing,150,74,85,100,100,39,355,241,267
2019-09-23,96.309998,96.900002,95.919998,96.879997,34280800,94.874329,92.46829552,95.88099927,99.29370301,Increasing,48,162,150,35,100,98,151,103,137
2019-09-23,96.400002,96.5,94.550003,94.690002,31942600,92.729673,92.81145818,95.64033268,98.46920719,Decreasing,4,151,338,3,100,27,151,307,481
2019-09-27,93.980003,96.379997,93.32,96.099998,36255700,94.110479,93.26994412,95.42133268,97.57272125,Increasing,87,105,86,63,100,41,151,69,17
2019-04-09,96.050003,96.760002,95.25,96.760002,27582700,94.756818,93.37738398,95.51099957,97.64461515,Increasing,127,341,71,100,100,31,134,441,517
2020-05-26,97.199997,98.019997,96.580002,96.910004,28991100,94.903715,93.61258879,95.68616642,97.75974404,Decreasing,183,242,279,100,100,53,189,222,181
2019-09-19,96.860001,98.230003,96.650002,96.690002,35216300,94.688268,93.57014711,95.72850003,97.88685296,Decreasing,0,443,37,0,100,12,18,159,311
2019-09-19,97.650002,100.769997,97.419998,100.529999,50407100,98.448766,93.16702846,95.89816658,98.6293047,Increasing,6,388,186,100,100,76,18,44,342
2019-09-12,100.510002,100.889999,99.639999,100.75,33169600,98.664213,92.84527706,96.17283317,99.50038927,Increasing,98,382,275,100,100,12,113,210,522
2019-05-10,100.580002,101.709999,100.449997,101.5,36955700,99.398686,92.46676796,96.44599983,100.4252317,Increasing,92,226,423,100,100,25,97,358,17
2019-09-20,102.370003,103.75,101.370003,103.010002,46055100,100.877427,91.93797669,96.76283322,101.5876897,Increasing,12,244,12,100,100,94,20,356,502
2019-09-26,102.389999,102.830002,100.959999,101.870003,35828900,99.761029,91.88580523,97.11333333,102.3408614,Decreasing,55,160,118,100,100,88,64,541,144
2019-11-10,100.779999,101.760002,100.400002,101.029999,31561900,98.938415,92.07566689,97.43733338,102.7989999,Increasing,87,145,23,100,100,93,94,180,211
2019-09-09,101.309998,101.580002,100.269997,101.120003,27201700,99.026556,92.29184706,97.73916675,103.1864864,Decreasing,138,431,178,73,100,22,196,101,497
2019-09-11,101.410004,102.239998,100.150002,101.169998,33513600,99.075516,92.57125624,98.05316683,103.5350774,Decreasing,51,68,54,27,100,98,196,220,125
2019-10-07,102.239998,102.279999,101.5,102.260002,27408200,100.142954,93.11782189,98.47033362,103.8228453,Increasing,76,432,183,24,100,10,331,502,293
2019-10-17,101.910004,102.910004,101.779999,102.519997,25076100,100.397566,93.73082861,98.89883362,104.0668386,Increasing,244,475,324,76,100,38,331,479,461
2019-12-16,103.959999,105.18,103.849998,104.580002,40067700,102.414924,93.78324026,99.32400032,104.8647604,Increasing,134,462,494,33,100,48,414,499,327
2019-12-27,104.610001,106.309998,104.589996,105.970001,38303500,103.776147,93.62270996,99.73050017,105.8382904,Increasing,274,307,406,67,100,53,414,401,169
2020-01-20,105.519997,106.470001,104.959999,105.800003,34420700,103.609668,93.65364611,100.1636669,106.6736878,Increasing,172,12,302,100,100,57,442,4,499
2020-03-09,106.339996,106.5,105.190002,105.919998,44205200,103.727179,93.95272123,100.6471668,107.3416124,Decreasing,138,171,217,93,100,58,160,489,312
2020-03-09,105.93,107.650002,105.139999,105.910004,35502700,103.717391,94.29002414,101.1305003,107.9709765,Decreasing,11,95,376,7,100,33,160,185,372
2020-05-18,105.25,107.290001,105.209999,106.720001,32444400,104.51062,95.04091799,101.6885002,108.3360825,Increasing,86,122,369,100,100,30,97,471,494
2020-01-08,106.480003,107.07,105.900002,106.129997,25703500,103.93283,95.99151634,102.2435003,108.4954843,Decreasing,104,434,480,100,100,9,180,162,242
2020-07-07,105.470001,106.25,104.889999,105.669998,26133000,103.482354,96.93996148,102.7108335,108.4817056,Increasing,89,74,317,21,100,57,539,331,313
2020-07-13,106,106.190002,105.059998,105.190002,19411400,103.012296,97.83427383,103.1263335,108.4183932,Decreasing,139,78,276,33,100,6,539,446,382
2020-07-16,104.889999,107.790001,104.879997,107.68,31190100,105.450744,98.84025782,103.606,108.3717422,Increasing,72,24,268,39,100,70,539,411,155
2020-07-17,108.650002,110.419998,108.599998,109.559998,45601100,107.291821,99.05589679,104.1036667,109.1514366,Increasing,30,197,445,7,100,75,539,496,475
2020-07-17,109.720001,109.900002,108.879997,108.989998,25888400,106.733621,99.31956576,104.5451667,109.7707676,Decreasing,1,3,352,0,100,77,539,233,463
2020-07-21,108.779999,110,108.199997,109.989998,25874000,107.712919,99.55637228,104.954,110.3516277,Increasing,94,33,234,39,100,82,539,243,63
2020-04-20,110.419998,112.190002,110.269997,111.120003,37356200,108.81953,99.44575835,105.3781666,111.3105749,Increasing,210,93,492,100,100,19,244,44,316
2019-02-17,109.510002,110.730003,109.419998,109.809998,26578700,107.536645,99.75432671,105.7831665,111.8120063,Increasing,17,392,149,100,100,87,22,32,388
2019-02-25,110.230003,110.980003,109.199997,110.959999,26404100,108.662839,100.3118524,106.2489998,112.1861471,Increasing,149,488,46,24,100,20,894,222,218
2019-03-11,109.949997,110.419998,108.120003,108.540001,31801900,106.292941,101.1177046,106.6508331,112.1839617,Decreasing,326,344,490,52,100,72,894,431,61
2019-03-28,108.910004,109.769997,108.169998,108.660004,23581700,106.410459,102.0312098,107.0348331,112.0384565,Decreasing,78,182,4,25,100,10,894,401,338
2019-03-28,108.970001,110.610001,108.830002,109.019997,29407500,106.762999,102.8657093,107.4084998,111.9512903,Increasing,78,489,444,25,100,75,894,529,148
2019-11-24,109.339996,110.5,108.660004,110.440002,27232300,108.153607,103.7470523,107.7816666,111.8162808,Increasing,0,426,386,100,100,56,196,234,466
2019-12-02,110.800003,112.339996,110.800003,112.040001,33257300,109.720482,104.046322,108.1411666,112.2360111,Increasing,76,495,105,100,100,84,196,149,390
2019-02-05,111.620003,112.389999,111.330002,112.099998,25473900,109.779237,104.2158825,108.457,112.6981174,Increasing,125,103,208,100,100,46,135,287,527
2019-07-08,112.110001,112.300003,109.730003,109.849998,46939000,107.575818,104.5517928,108.7011666,112.8505405,Decreasing,179,263,405,100,100,80,184,246,495
2020-10-09,108.889999,108.949997,106.940002,107.480003,60834000,105.254888,104.8293735,108.7971667,112.7649599,Decreasing,11,77,225,13,100,58,93,362,186
2020-10-12,107.879997,108,106.230003,106.910004,32384900,104.696689,104.9603381,108.8378334,112.7153287,Decreasing,73,19,140,87,100,43,93,492,44
2019-12-27,106.639999,108.089996,106.059998,107.129997,30611000,104.912128,105.0699568,108.8721665,112.6743763,Increasing,7,51,370,100,100,26,22,169,509
2019-06-24,106.93,106.93,105.519997,105.970001,31552500,103.776147,105.0275935,108.8608332,112.6940728,Decreasing,145,195,236,100,100,73,153,222,95
2019-12-30,105.010002,106.480003,104.620003,105.68,33683100,103.492149,105.0253925,108.8603333,112.6952742,Increasing,122,430,50,100,100,98,125,488,377
